DateTime,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp,Heat_DegDays,Cool_DegDays,TotalRain,TotalSnow,TotalPrecip,SnowonGrnd
2016-01-03,2016,1,3,,,,,,,,,
2016-01-04,2016,1,4,,,,,,,,,
2016-01-05,2016,1,5,,,,,,,,,
2016-01-06,2016,1,6,,,,,,,,,
2016-01-07,2016,1,7,,,,,,,,,
2016-01-08,2016,1,8,7,-14,-3.5,21.5,0,9,0,9,0
2016-01-09,2016,1,9,11,3,7,11,0,14.6,0,14.6,0
2016-01-10,2016,1,10,-1.5,-5,-3.3,21.3,0,0,7,7,0
2016-01-11,2016,1,11,,,,,,,,,
2016-01-12,2016,1,12,-5,-12,-8.5,26.5,0,0,0,0,12
2016-01-13,2016,1,13,,,,,,,,,
2016-01-14,2016,1,14,2.5,-10.5,-4,22,0,0,0,0,11
2016-01-15,2016,1,15,4.5,-2,1.3,16.7,0,7.6,0,7.6,8
2016-01-16,2016,1,16,,,,,,,,,
2016-01-17,2016,1,17,,,,,,,,,
2016-01-18,2016,1,18,,,,,,,,,
2016-01-19,2016,1,19,,,,,,,,,
2016-01-20,2016,1,20,,,,,,,,,
2016-01-21,2016,1,21,-3,,,,,0,0,0,0
2016-01-22,2016,1,22,,,,,,,,,
2016-01-23,2016,1,23,,,,,,,,,
2016-01-24,2016,1,24,3,,,,,0,0,0,0
2016-01-25,2016,1,25,5.5,-9,-1.8,19.8,0,0,0,0,0
2016-01-26,2016,1,26,6,,,,,0,0,0,0
2016-01-27,2016,1,27,,,,,,,,,
2016-01-28,2016,1,28,,,,,,,,,
2016-01-29,2016,1,29,,,,,,,,,
2016-01-30,2016,1,30,,,,,,,,,
2016-01-31,2016,1,31,,,,,,,,,
2016-02-01,2016,2,1,,,,,,,,,
2016-02-02,2016,2,2,9.5,-5.5,2,16,0,10.2,0,10.2,0
2016-02-03,2016,2,3,13,1.5,7.3,10.7,0,0,0,0,0
2016-02-04,2016,2,4,1.5,-1,0.3,17.7,0,0,0,0,0
2016-02-05,2016,2,5,,,,,,,,,
2016-02-06,2016,2,6,,,,,,,,,
2016-02-07,2016,2,7,8.5,,,,,0.4,0,0.4,0
2016-02-08,2016,2,8,5,-1,2,16,0,0,7,7,0
2016-02-09,2016,2,9,,,,,,,,,
2016-02-10,2016,2,10,,,,,,,,,
2016-02-11,2016,2,11,,,,,,,,,
2016-02-12,2016,2,12,,,,,,,,,
2016-02-13,2016,2,13,-8.5,-16,-12.3,30.3,0,0,0,0,3
2016-02-14,2016,2,14,-5,-18,-11.5,29.5,0,0,1,1,3
2016-02-15,2016,2,15,,,,,,,,,
2016-02-16,2016,2,16,,,,,,,,,
2016-02-17,2016,2,17,,,,,,,,,
2016-02-18,2016,2,18,6.5,-12,-2.8,20.8,0,0,0,0,4
2016-02-19,2016,2,19,17.5,-3.5,7,11,0,0,0,0,0
2016-02-20,2016,2,20,17.5,5,11.3,6.7,0,0,0,0,0
2016-02-21,2016,2,21,,,,,,,,,
2016-02-22,2016,2,22,,,,,,,,,
2016-02-23,2016,2,23,,,,,,,,,
2016-02-24,2016,2,24,1,-1,0,18,0,25.4,6,31.4,0
2016-02-25,2016,2,25,1,-3.5,-1.3,19.3,0,0,0,0,6
2016-02-26,2016,2,26,,,,,,,,,
2016-02-27,2016,2,27,,,,,,,,,
2016-02-28,2016,2,28,,,,,,,,,
2016-02-29,2016,2,29,10.5,-1,4.8,13.2,0,0,0,0,0
2016-03-01,2016,3,1,10.5,-5,2.8,15.2,0,3,5,8,1
2016-03-02,2016,3,2,,,,,,,,,
2016-03-03,2016,3,3,,,,,,,,,
2016-03-04,2016,3,4,2,-4,-1,19,0,0,2,2,7
2016-03-05,2016,3,5,,,,,,,,,
2016-03-06,2016,3,6,7.5,,,,,0,0,0,0
2016-03-07,2016,3,7,18,-2,8,10,0,0,0,0,0
2016-03-08,2016,3,8,,,,,,,,,
2016-03-09,2016,3,9,20,9,14.5,3.5,0,3.2,0,3.2,0
2016-03-10,2016,3,10,,,,,,,,,
2016-03-11,2016,3,11,,,,,,,,,
2016-03-12,2016,3,12,,,,,,,,,
2016-03-13,2016,3,13,11,5,8,10,0,23.8,0,23.8,0
2016-03-14,2016,3,14,,,,,,,,,
2016-03-15,2016,3,15,15,7,11,7,0,1.2,0,1.2,0
2016-03-16,2016,3,16,16,5.5,10.8,7.2,0,0.8,0,0.8,0
2016-03-17,2016,3,17,13.5,5.5,9.5,8.5,0,0,0,0,0
2016-03-18,2016,3,18,11,-2.5,4.3,13.7,0,0,0,0,0
2016-03-19,2016,3,19,,,,,,0,0,0,0
2016-03-20,2016,3,20,6.5,,,,,0,0,0,0
2016-03-21,2016,3,21,8.5,-3,2.8,15.2,0,0,0,0,0
2016-03-22,2016,3,22,,,,,,,,,
2016-03-23,2016,3,23,13,0,6.5,11.5,0,3.4,0,3.4,0
2016-03-24,2016,3,24,12.5,2.5,7.5,10.5,0,32.6,0,32.6,0
2016-03-25,2016,3,25,,,,,,,,,
2016-03-26,2016,3,26,8.5,-3.5,2.5,15.5,0,0,0,0,0
2016-03-27,2016,3,27,20.5,-2,9.3,8.7,0,28,0,28,0
2016-03-28,2016,3,28,9,6,7.5,10.5,0,0,0,0,0
2016-03-29,2016,3,29,10.5,0.5,5.5,12.5,0,0,0,0,0
2016-03-30,2016,3,30,16,0,8,10,0,7.6,0,7.6,0
2016-03-31,2016,3,31,15.5,10,12.8,5.2,0,9.6,0,9.6,0
2016-04-01,2016,4,1,12,6.5,9.3,8.7,0,1.4,0,1.4,0
2016-04-02,2016,4,2,6,1,3.5,14.5,0,0,3.8,3.8,0
2016-04-03,2016,4,3,8,-5,1.5,16.5,0,1.2,0,1.2,0
2016-04-04,2016,4,4,1.5,-2,-0.3,18.3,0,0,0,0,0
2016-04-05,2016,4,5,4.5,-8.5,-2,20,0,0,0,0,0
2016-04-06,2016,4,6,11.5,-2,4.8,13.2,0,9.4,0,9.4,0
2016-04-07,2016,4,7,,,,,,,,,
2016-04-08,2016,4,8,7,-2,2.5,15.5,0,0,2.2,2.2,0
2016-04-09,2016,4,9,,,,,,,,,
2016-04-10,2016,4,10,,,,,,,,,
2016-04-11,2016,4,11,,,,,,,,,
2016-04-12,2016,4,12,,,,,,,,,
2016-04-13,2016,4,13,11,-2,4.5,13.5,0,0,0,0,0
2016-04-14,2016,4,14,14,-2,6,12,0,0,0,0,0
2016-04-15,2016,4,15,21,1,11,7,0,0,0,0,0
2016-04-16,2016,4,16,24,4.5,14.3,3.7,0,0,0,0,0
2016-04-17,2016,4,17,23.5,4,13.8,4.2,0,0,0,0,0
2016-04-18,2016,4,18,25,5,15,3,0,0,0,0,0
2016-04-19,2016,4,19,15,7,11,7,0,0,0,0,0
2016-04-20,2016,4,20,20,4,12,6,0,0,0,0,0
2016-04-21,2016,4,21,,,,,,,,,
2016-04-22,2016,4,22,17,8,12.5,5.5,0,0,0,0,0
2016-04-23,2016,4,23,,,,,,,,,
2016-04-24,2016,4,24,,,,,,,,,
2016-04-25,2016,4,25,22.5,5.5,14,4,0,12.4,0,12.4,0
2016-04-26,2016,4,26,12.5,8.5,10.5,7.5,0,0,0,0,0
2016-04-27,2016,4,27,,,,,,,,,
2016-04-28,2016,4,28,9.5,4,6.8,11.2,0,3.4,0,3.4,0
2016-04-29,2016,4,29,,,,,,,,,
2016-04-30,2016,4,30,,,,,,,,,
2016-05-01,2016,5,1,,,,,,,,,
2016-05-02,2016,5,2,13,7,10,8,0,0.6,0,0.6,0
2016-05-03,2016,5,3,18,3.5,10.8,7.2,0,0,0,0,0
2016-05-04,2016,5,4,15.5,9.5,12.5,5.5,0,10.2,0,10.2,0
2016-05-05,2016,5,5,19,6,12.5,5.5,0,0,0,0,0
2016-05-06,2016,5,6,22.5,5,13.8,4.2,0,0,0,0,0
2016-05-07,2016,5,7,,,,,,,,,
2016-05-08,2016,5,8,,,,,,,,,
2016-05-09,2016,5,9,,,,,,,,,
2016-05-10,2016,5,10,,,,,,,,,
2016-05-11,2016,5,11,,,,,,,,,
2016-05-12,2016,5,12,25.5,11,18.3,0,0.3,10.6,0,10.6,0
2016-05-13,2016,5,13,21,12,16.5,1.5,0,6.4,0,6.4,0
2016-05-14,2016,5,14,11.5,8,9.8,8.2,0,0,0,0,0
2016-05-15,2016,5,15,11,2.5,6.8,11.2,0,0,0,0,0
2016-05-16,2016,5,16,21,4,12.5,5.5,0,0.6,0,0.6,0
2016-05-17,2016,5,17,,,,,,,,,
2016-05-18,2016,5,18,18.5,6,12.3,5.7,0,0,0,0,0
2016-05-19,2016,5,19,,,,,,,,,
2016-05-20,2016,5,20,,,,,,,,,
2016-05-21,2016,5,21,,,,,,,,,
2016-05-22,2016,5,22,,,,,,,,,
2016-05-23,2016,5,23,,,,,,,,,
2016-05-24,2016,5,24,29,9.5,19.3,0,1.3,0,0,0,0
2016-05-25,2016,5,25,30,14.5,22.3,0,4.3,0,0,0,0
2016-05-26,2016,5,26,30,18,24,0,6,0,0,0,0
2016-05-27,2016,5,27,30,18,24,0,6,0,0,0,0
2016-05-28,2016,5,28,31,17.5,24.3,0,6.3,0,0,0,0
2016-05-29,2016,5,29,31,19,25,0,7,2.2,0,2.2,0
2016-05-30,2016,5,30,,,,,,,,,
2016-05-31,2016,5,31,,,,,,,,,
2016-06-01,2016,6,1,,,,,,,,,
2016-06-02,2016,6,2,30,16,23,0,5,0,0,0,0
2016-06-03,2016,6,3,,,,,,,,,
2016-06-04,2016,6,4,26.5,14,20.3,0,2.3,8,0,8,0
2016-06-05,2016,6,5,25,17,21,0,3,4.6,0,4.6,0
2016-06-06,2016,6,6,29,15,22,0,4,0,0,0,0
2016-06-07,2016,6,7,,,,,,,,,
2016-06-08,2016,6,8,21.5,9,15.3,2.7,0,0,0,0,0
2016-06-09,2016,6,9,25,9.5,17.3,0.7,0,0,0,0,0
2016-06-10,2016,6,10,29,13.5,21.3,0,3.3,0,0,0,0
2016-06-11,2016,6,11,35,19,27,0,9,0,0,0,0
2016-06-12,2016,6,12,26.5,16,21.3,0,3.3,0,0,0,0
2016-06-13,2016,6,13,24,8.5,16.3,1.7,0,0,0,0,0
2016-06-14,2016,6,14,,,,,,,,,
2016-06-15,2016,6,15,,,,,,,,,
2016-06-16,2016,6,16,27.5,17,22.3,0,4.3,4.4,0,4.4,0
2016-06-17,2016,6,17,,,,,,,,,
2016-06-18,2016,6,18,30.5,13,21.8,0,3.8,0,0,0,0
2016-06-19,2016,6,19,33,16.5,24.8,0,6.8,0,0,0,0
2016-06-20,2016,6,20,34.5,20.5,27.5,0,9.5,0,0,0,0
2016-06-21,2016,6,21,,,,,,,,,
2016-06-22,2016,6,22,30.5,17,23.8,0,5.8,0,0,0,0
2016-06-23,2016,6,23,,,,,,,,,
2016-06-24,2016,6,24,29,13,21,0,3,0,0,0,0
2016-06-25,2016,6,25,30.5,13,21.8,0,3.8,0,0,0,0
2016-06-26,2016,6,26,34,18.5,26.3,0,8.3,3.2,0,3.2,0
2016-06-27,2016,6,27,34.5,20,27.3,0,9.3,0,0,0,0
2016-06-28,2016,6,28,,,,,,,,,
2016-06-29,2016,6,29,,,,,,,,,
2016-06-30,2016,6,30,30,13,21.5,0,3.5,2,0,2,0
2016-07-01,2016,7,1,,,,,,,,,
2016-07-02,2016,7,2,26,11,18.5,0,0.5,0,0,0,0
2016-07-03,2016,7,3,28,12.5,20.3,0,2.3,0,0,0,0
2016-07-04,2016,7,4,,,,,,,,,
2016-07-05,2016,7,5,33,20.5,26.8,0,8.8,0,0,0,0
2016-07-06,2016,7,6,33,19,26,0,8,3.6,0,3.6,0
2016-07-07,2016,7,7,34.5,20,27.3,0,9.3,33.4,0,33.4,0
2016-07-08,2016,7,8,32,18.5,25.3,0,7.3,7,0,7,0
2016-07-09,2016,7,9,26,18.5,22.3,0,4.3,0,0,0,0
2016-07-10,2016,7,10,,,,,,,,,
2016-07-11,2016,7,11,,,,,,,,,
2016-07-12,2016,7,12,33,22,27.5,0,9.5,0,0,0,0
2016-07-13,2016,7,13,33,22,27.5,0,9.5,27.4,0,27.4,0
2016-07-14,2016,7,14,31,21,26,0,8,0,0,0,0
2016-07-15,2016,7,15,28.5,19.5,24,0,6,0,0,0,0
2016-07-16,2016,7,16,,,,,,,,,
2016-07-17,2016,7,17,30,16,23,0,5,1.2,0,1.2,0
2016-07-18,2016,7,18,31.5,22,26.8,0,8.8,0,0,0,0
2016-07-19,2016,7,19,30.5,14.5,22.5,0,4.5,0,0,0,0
2016-07-20,2016,7,20,,,,,,,,,
2016-07-21,2016,7,21,33.5,20.5,27,0,9,4,0,4,0
2016-07-22,2016,7,22,35,22,28.5,0,10.5,0,0,0,0
2016-07-23,2016,7,23,34,23,28.5,0,10.5,0,0,0,0
2016-07-24,2016,7,24,30,22,26,0,8,10.8,0,10.8,0
2016-07-25,2016,7,25,33,23,28,0,10,0,0,0,0
2016-07-26,2016,7,26,30,17.5,23.8,0,5.8,0,0,0,0
2016-07-27,2016,7,27,,,,,,,,,
2016-07-28,2016,7,28,30,20,25,0,7,0,0,0,0
2016-07-29,2016,7,29,,,,,,,,,
2016-07-30,2016,7,30,26.5,19.5,23,0,5,14.6,0,14.6,0
2016-07-31,2016,7,31,31,19,25,0,7,0,0,0,0
2016-08-01,2016,8,1,,,,,,,,,
2016-08-02,2016,8,2,,,,,,,,,
2016-08-03,2016,8,3,,,,,,,,,
2016-08-04,2016,8,4,33.5,18,25.8,0,7.8,0,0,0,0
2016-08-05,2016,8,5,,,,,,,,,
2016-08-06,2016,8,6,31,19.5,25.3,0,7.3,0,0,0,0
2016-08-07,2016,8,7,30,18,24,0,6,0,0,0,0
2016-08-08,2016,8,8,30,14,22,0,4,0,0,0,0
2016-08-09,2016,8,9,33,17,25,0,7,0,0,0,0
2016-08-10,2016,8,10,34.5,21,27.8,0,9.8,0,0,0,0
2016-08-11,2016,8,11,,,,,,,,,
2016-08-12,2016,8,12,35,25.5,30.3,0,12.3,0,0,0,0
2016-08-13,2016,8,13,31,23.5,27.3,0,9.3,10,0,10,0
2016-08-14,2016,8,14,29.5,20.5,25,0,7,2.4,0,2.4,0
2016-08-15,2016,8,15,27,19,23,0,5,26.6,0,26.6,0
2016-08-16,2016,8,16,28,21.5,24.8,0,6.8,2,0,2,0
2016-08-17,2016,8,17,28.5,18,23.3,0,5.3,3.6,0,3.6,0
2016-08-18,2016,8,18,29.5,18.5,24,0,6,0,0,0,0
2016-08-19,2016,8,19,32.5,19.5,26,0,8,0,0,0,0
2016-08-20,2016,8,20,30.5,20,25.3,0,7.3,14.4,0,14.4,0
2016-08-21,2016,8,21,26.5,17.5,22,0,4,0,0,0,0
2016-08-22,2016,8,22,26,14.5,20.3,0,2.3,0,0,0,0
2016-08-23,2016,8,23,28,13,20.5,0,2.5,0,0,0,0
2016-08-24,2016,8,24,29.5,18,23.8,0,5.8,0,0,0,0
2016-08-25,2016,8,25,32.5,21,26.8,0,8.8,0,0,0,0
2016-08-26,2016,8,26,30,17,23.5,0,5.5,0,0,0,0
2016-08-27,2016,8,27,31,19.5,25.3,0,7.3,23,0,23,0
2016-08-28,2016,8,28,32.5,20.5,26.5,0,8.5,9.6,0,9.6,0
2016-08-29,2016,8,29,29,18.5,23.8,0,5.8,0,0,0,0
2016-08-30,2016,8,30,,,,,,,,,
2016-08-31,2016,8,31,,,,,,,,,
2016-09-01,2016,9,1,23,14.5,18.8,0,0.8,0,0,0,0
2016-09-02,2016,9,2,23.5,13,18.3,0,0.3,0,0,0,0
2016-09-03,2016,9,3,26,13,19.5,0,1.5,0,0,0,0
2016-09-04,2016,9,4,28,12,20,0,2,0,0,0,0
2016-09-05,2016,9,5,30,13.5,21.8,0,3.8,0,0,0,0
2016-09-06,2016,9,6,33.5,21,27.3,0,9.3,0,0,0,0
2016-09-07,2016,9,7,35,24,29.5,0,11.5,11.6,0,11.6,0
2016-09-08,2016,9,8,28.5,24,26.3,0,8.3,2,0,2,0
2016-09-09,2016,9,9,,,,,,,,,
2016-09-10,2016,9,10,27,19,23,0,5,1,0,1,0
2016-09-11,2016,9,11,,,,,,,,,
2016-09-12,2016,9,12,25,10.5,17.8,0.2,0,0,0,0,0
2016-09-13,2016,9,13,,,,,,,,,
2016-09-14,2016,9,14,,,,,,,,,
2016-09-15,2016,9,15,,,,,,,,,
2016-09-16,2016,9,16,,,,,,,,,
2016-09-17,2016,9,17,23,20,21.5,0,3.5,9.6,0,9.6,0
2016-09-18,2016,9,18,27.5,17,22.3,0,4.3,0,0,0,0
2016-09-19,2016,9,19,,,,,,,,,
2016-09-20,2016,9,20,,,,,,,,,
2016-09-21,2016,9,21,28,12,20,0,2,0,0,0,0
2016-09-22,2016,9,22,31,15.5,23.3,0,5.3,0,0,0,0
2016-09-23,2016,9,23,,,,,,,,,
2016-09-24,2016,9,24,22,13,17.5,0.5,0,0,0,0,0
2016-09-25,2016,9,25,,,,,,,,,
2016-09-26,2016,9,26,21,14,17.5,0.5,0,17.2,0,17.2,0
2016-09-27,2016,9,27,22,11.5,16.8,1.2,0,0,0,0,0
2016-09-28,2016,9,28,16,10,13,5,0,40,0,40,0
2016-09-29,2016,9,29,17.5,14,15.8,2.2,0,17,0,17,0
2016-09-30,2016,9,30,18,15,16.5,1.5,0,7.8,0,7.8,0
2016-10-01,2016,10,1,22,15,18.5,0,0.5,5.2,0,5.2,0
2016-10-02,2016,10,2,22,11,16.5,1.5,0,0,0,0,0
2016-10-03,2016,10,3,,,,,,,,,
2016-10-04,2016,10,4,24,10,17,1,0,0,0,0,0
2016-10-05,2016,10,5,26,15,20.5,0,2.5,0.8,0,0.8,0
2016-10-06,2016,10,6,26,15.5,20.8,0,2.8,0,0,0,0
2016-10-07,2016,10,7,,,,,,,,,
2016-10-08,2016,10,8,17,9,13,5,0,0,0,0,0
2016-10-09,2016,10,9,16,4,10,8,0,0,0,0,0
2016-10-10,2016,10,10,18,1.5,9.8,8.2,0,0,0,0,0
2016-10-11,2016,10,11,20.5,7,13.8,4.2,0,0,0,0,0
2016-10-12,2016,10,12,25.5,11,18.3,0,0.3,2,0,2,0
2016-10-13,2016,10,13,14.5,9,11.8,6.2,0,0,0,0,0
2016-10-14,2016,10,14,,,,,,,,,
2016-10-15,2016,10,15,,,,,,,,,
2016-10-16,2016,10,16,20.5,16,18.3,0,0.3,5,0,5,0
2016-10-17,2016,10,17,26.5,16.5,21.5,0,3.5,0,0,0,0
2016-10-18,2016,10,18,25,18.5,21.8,0,3.8,0.8,0,0.8,0
2016-10-19,2016,10,19,22,8,15,3,0,0,0,0,0
2016-10-20,2016,10,20,,,,,,,,,
2016-10-21,2016,10,21,12.5,7.5,10,8,0,0.8,0,0.8,0
2016-10-22,2016,10,22,11.5,4,7.8,10.2,0,0,0,0,0
2016-10-23,2016,10,23,18,6,12,6,0,0,0,0,0
2016-10-24,2016,10,24,,,,,,,,,
2016-10-25,2016,10,25,12,1,6.5,11.5,0,0,0,0,0
2016-10-26,2016,10,26,9,1,5,13,0,20.2,0,20.2,0
2016-10-27,2016,10,27,9,5,7,11,0,1,0,1,0
2016-10-28,2016,10,28,15,0,7.5,10.5,0,0,0,0,0
2016-10-29,2016,10,29,22,10,16,2,0,15,0,15,0
2016-10-30,2016,10,30,11,9,10,8,0,0.5,0,0.5,0
2016-10-31,2016,10,31,,,,,,,,,
2016-11-01,2016,11,1,24,4,14,4,0,0.8,0,0.8,0
2016-11-02,2016,11,2,22,12,17,1,0,16.4,0,16.4,0
2016-11-03,2016,11,3,,,,,,,,,
2016-11-04,2016,11,4,14,6.5,10.3,7.7,0,0,0,0,0
2016-11-05,2016,11,5,19,4,11.5,6.5,0,0,0,0,0
2016-11-06,2016,11,6,19.5,5,12.3,5.7,0,0,0,0,0
2016-11-07,2016,11,7,,,,,,,,,
2016-11-08,2016,11,8,,,,,,,,,
2016-11-09,2016,11,9,11,6.5,8.8,9.2,0,0,0,0,0
2016-11-10,2016,11,10,,,,,,,,,
2016-11-11,2016,11,11,,,,,,,,,
2016-11-12,2016,11,12,10,-3,3.5,14.5,0,0,0,0,0
2016-11-13,2016,11,13,,,,,,,,,
2016-11-14,2016,11,14,,,,,,,,,
2016-11-15,2016,11,15,,,,,,,,,
2016-11-16,2016,11,16,,,,,,,,,
2016-11-17,2016,11,17,15.5,2,8.8,9.2,0,0,0,0,0
2016-11-18,2016,11,18,21,9,15,3,0,1.6,0,1.6,0
2016-11-19,2016,11,19,5,0.5,2.8,15.2,0,1.6,0,1.6,0
2016-11-20,2016,11,20,2,-1,0.5,17.5,0,0,0,0,0
2016-11-21,2016,11,21,,,,,,,,,
2016-11-22,2016,11,22,3,-6.5,-1.8,19.8,0,0,0,0,0
2016-11-23,2016,11,23,5,-4.5,0.3,17.7,0,10.6,0,10.6,0
2016-11-24,2016,11,24,8,3,5.5,12.5,0,1,0,1,0
2016-11-25,2016,11,25,,,,,,,,,
2016-11-26,2016,11,26,,,,,,,,,
2016-11-27,2016,11,27,,,,,,,,,
2016-11-28,2016,11,28,10.5,2.5,6.5,11.5,0,12,0,12,0
2016-11-29,2016,11,29,13,7,10,8,0,0,0,0,0
2016-11-30,2016,11,30,16,4,10,8,0,1.8,0,1.8,0
2016-12-01,2016,12,1,5,1.5,3.3,14.7,0,0.6,0,0.6,0
2016-12-02,2016,12,2,,,,,,,,,
2016-12-03,2016,12,3,4,0.5,2.3,15.7,0,0,0,0,0
2016-12-04,2016,12,4,,,,,,,,,
2016-12-05,2016,12,5,,,,,,,,,
2016-12-06,2016,12,6,5,,,,,5.8,0,5.8,0
2016-12-07,2016,12,7,,,,,,,,,
2016-12-08,2016,12,8,-2,-4,-3,21,0,0,1,1,0
2016-12-09,2016,12,9,,,,,,,,,
2016-12-10,2016,12,10,0,-6,-3,21,0,0,5,5,0
2016-12-11,2016,12,11,1,-5,-2,20,0,0,15,15,5
2016-12-12,2016,12,12,2,-2,0,18,0,0,0,0,20
2016-12-13,2016,12,13,-2,-9,-5.5,23.5,0,0,0,0,17
2016-12-14,2016,12,14,,,,,,,,,
2016-12-15,2016,12,15,,,,,,,,,
2016-12-16,2016,12,16,-3.5,-15.5,-9.5,27.5,0,0,5,5,15
2016-12-17,2016,12,17,-1,-8,-4.5,22.5,0,1,0,1,20
2016-12-18,2016,12,18,,,,,,,,,
2016-12-19,2016,12,19,,,,,,,,,
2016-12-20,2016,12,20,-0.5,-13,-6.8,24.8,0,0,0,0,17
2016-12-21,2016,12,21,,,,,,,,,
2016-12-22,2016,12,22,4.5,-1.5,1.5,16.5,0,0,0,0,16
2016-12-23,2016,12,23,3,-3.5,-0.3,18.3,0,4,0,4,13
2016-12-24,2016,12,24,4,0,2,16,0,0,0,0,11
2016-12-25,2016,12,25,,,,,,,,,
2016-12-26,2016,12,26,13,0.5,6.8,11.2,0,14.4,0,14.4,3
2016-12-27,2016,12,27,0.5,-2,-0.8,18.8,0,0,0,0,0
2016-12-28,2016,12,28,,,,,,,,,
2016-12-29,2016,12,29,6,-1.5,2.3,15.7,0,0,0,0,0
2016-12-30,2016,12,30,2.5,-2.5,0,18,0,0,0,0,0
2016-12-31,2016,12,31,7.5,-3,2.3,15.7,0,0,0,0,0